,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194
30,2013-07-30,0.6746318,0.7438762,0.83187515,0.83779854,0.8355126,0.8419552,0.8404881,0.8410839,0.8425778,0.8425649,0.8535911,0.8583615,0.72125375,0.61935335,0.6942863,0.5866498,0.69223195,0.8028786,0.8358071,0.8364754,0.83929086,0.8377957,0.84222645,0.8408799,0.8405263,0.8479739,0.8507452,0.6789103,0.57536995,0.6818892,0.6003234,0.67313886,0.8074312,0.8403186,0.840674,0.84009945,0.8411166,0.8438141,0.8432789,0.844091,0.8481159,0.84810746,0.6784707,0.546006,0.62564933,0.6294139,0.6960215,0.79586583,0.8467022,0.84242123,0.8398946,0.83914506,0.8440558,0.8466551,0.84549814,0.84760755,0.8375288,0.6903032,0.5313418,0.67199284,0.5972408,0.69328666,0.76552695,0.844861,0.8406678,0.8395061,0.8423224,0.84331924,0.84402466,0.84776217,0.8576791,0.8354241,0.71012974,0.64367545,0.78159493,0.5565827,0.66879326,0.76737225,0.8356337,0.8435635,0.84273016,0.84138894,0.83909297,0.8454315,0.8458326,0.8599125,0.8183207,0.68641716,0.7533365,0.8317608,0.48235595,0.6101021,0.7258327,0.8300045,0.83788735,0.8389951,0.83670914,0.8372226,0.8434766,0.8386755,0.82631874,0.7723227,0.6366315,0.7903362,0.84587985,0.51287764,0.5578162,0.7099254,0.83596975,0.8352154,0.84006065,0.8400977,0.84339577,0.84589094,0.84307784,0.79449356,0.67157924,0.59497607,0.8292567,0.84660935,0.52436584,0.56009585,0.69594145,0.82986104,0.8391339,0.8399245,0.84037006,0.848613,0.8556747,0.835443,0.74954545,0.58633304,0.6489163,0.8632855,0.8519803,0.5086669,0.6026988,0.7223305,0.8270241,0.8413054,0.8403375,0.84257424,0.8528598,0.86456054,0.8139081,0.75601876,0.6171093,0.79369646,0.8706477,0.8506832,0.5553898,0.6434497,0.73510605,0.82959044,0.83997476,0.841471,0.8413767,0.8475035,0.85747045,0.81420726,0.7868698,0.79240024,0.8568615,0.856951,0.8415854,0.6412829,0.7614384,0.773509,0.8373448,0.83724374,0.8412732,0.8415852,0.85333586,0.8438379,0.83056724,0.8201314,0.83594733,0.8384653,0.8412037,0.83747447,0.8108636,0.82113636,0.8253559,0.84157854,0.84006244,0.8469797,0.84969085,0.85423845,0.8443192,0.84729445,0.8389599,0.8224083,0.824099,0.8271876,0.8278048
31,2013-08-06,0.6201772,0.7502099,,,,,,,,,,,0.7759234,0.48035118,0.7249105,0.5102302,0.6568959,,,,,,,,,,,0.613025,0.53877056,0.68368554,0.5197264,0.66040456,,,,,,,,,,,0.5459804,0.5892435,0.59404564,0.5797713,0.66038686,0.83954966,,,,,,,,,,0.648616,0.5353855,0.6692568,0.49923387,0.6519884,0.79227376,,,,,,,,,0.877951,0.72629327,0.61774504,0.8433171,0.47700146,0.60200447,0.77237314,,,,,,,,,,0.69861424,0.7877228,,0.4184205,0.52483326,0.7357537,,,,,,,,0.8317631,,0.60936433,,,0.4569549,0.5110453,0.70206547,,,,,,,,0.7803188,0.69575113,0.55189425,,,0.47158346,0.50295466,0.7080955,,,,,,,0.8574864,0.7274376,0.5565011,0.6400876,,,0.47813836,0.5649936,0.74241185,,,,,,,0.8080289,0.75719666,0.60580504,,,,0.51933044,0.6204064,0.7530797,,,,,,,0.81741357,0.78327113,,,,,0.64772123,0.794106,0.83333796,,,,,,,0.8521686,0.8602652,,,,,,,,,,,,,,,,,,,
32,2013-08-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2013-08-20,0.15437554,0.082119204,,,,,,,,,,,,,0.031340003,0.06094352,0.05781755,,,,,,,,,,,,0.023009874,0.023039838,0.041266646,0.045750313,,,,,,,,,,,0.022294663,,0.022607867,0.03893987,0.037647694,,,,,,,,,,,,,,0.025612291,0.030953651,0.030360172,,,,,,,,,,,,,0.02372193,0.03109523,0.034522768,,,,,,,,,,,,,0.028414557,0.036468945,0.032421187,,,,,,,,,,,,,0.01672412,0.026368933,0.03530044,,,,0.04053037,0.038925074,,,,,,,,0.020866117,0.02870349,0.031309746,,,,,0.052076362,0.054564968,,,,,,,0.021394478,0.029661916,0.02961492,,,,0.057671536,,,,,,,,,0.020449365,0.026736503,0.027638013,,,,,0.047801726,0.04880165,,,,,,,0.01858666,,,,,,,0.040025406,,,,,,,,,,,,,,,,,,,,,,
34,2013-08-27,0.2603922,0.25653726,0.25152582,0.24670517,0.2506662,0.25319755,0.246713,0.2451058,0.25059825,0.25648695,0.2570714,0.2529483,0.262148,0.27402523,0.2800495,0.24895228,0.24538207,0.24245474,0.24538603,0.2509242,0.24871518,0.23930675,0.23362137,0.23831034,0.25058067,0.25163916,0.25062466,0.25409886,0.27571023,0.2950696,0.2412425,0.23871082,0.24116246,0.24810442,0.25539088,0.24831806,0.23739646,0.22825254,0.22805446,0.24135919,0.24305348,0.24587841,0.25569102,0.2744599,0.30323592,0.23265012,0.23851345,0.23835734,0.25152144,0.25905764,0.24720354,0.23691984,0.23204887,0.22787474,0.23476577,0.23940988,0.2489335,0.26277295,0.28416893,0.2984583,0.22593336,0.23477182,0.24375145,0.25315002,0.25462735,0.24482071,0.2383954,0.2344998,0.23423052,0.23916279,0.24748178,0.2563399,0.2682012,0.2929928,0.3003881,0.22104453,0.23680095,0.24779128,0.24708019,0.25262552,0.24291947,0.23989312,0.2346228,0.23521137,0.24348892,0.2553041,0.2597438,0.275225,0.299298,0.313863,0.21662863,0.23187412,0.24213189,0.24062414,0.24892631,0.24267127,0.24122989,0.23830459,0.235728,0.238701,0.25705245,0.2631822,0.27785358,0.2970884,0.31717807,0.21791546,0.2280837,0.23713736,0.23593871,0.23954482,0.24150068,0.24290727,0.24113296,0.2404122,0.25019613,0.26103547,0.2584349,0.26581764,0.29832214,0.31970558,0.2248266,0.22724219,0.23110586,0.23472409,0.23464839,0.23658644,0.2374368,0.23799056,0.2408905,0.25472975,0.26266903,0.25510758,0.27122888,0.3135436,0.32738847,0.22649406,0.22434263,0.22689393,0.23257805,0.2350366,0.23699075,0.23432201,0.23377502,0.23852563,0.25479707,0.26391774,0.26652786,0.2917493,0.3218149,0.33644775,0.21662949,0.21443732,0.21855155,0.22578819,0.22981977,0.23173177,0.2343586,0.23881522,0.24910429,0.26213047,0.2739882,0.2878663,0.31279606,0.32754895,0.3541193,0.1976801,0.19875787,0.20623739,0.21808997,0.22794543,0.23568206,0.24157871,0.25348112,0.2678511,0.28085935,0.29204097,0.29917648,0.31348884,0.34696963,0.38775924,0.17778036,0.18945749,0.20297408,0.21259172,0.227011,0.2401137,0.25187132,0.27070704,0.2875396,0.30204067,0.30965033,0.32136473,0.34371522,0.3941434,0.42995673
35,2013-09-03,0.51823276,0.63673025,,,,,,,,,,,0.6676166,0.5108077,0.6314537,0.44450584,0.58901924,,,,,,,,,,,0.56229913,0.5198948,0.60844636,0.4533176,0.5474373,,,,,,,,,,,0.583394,0.4788973,0.5571036,0.47079125,0.539184,,,,,,,,,,,0.6370962,0.44677755,0.6229681,0.43392804,0.52694947,0.69982105,,,,,,,,,,,0.57127345,,0.425743,0.4800744,0.6819093,,,,,,,,,,0.6470269,0.7112987,,0.38372383,0.44152012,0.64073765,,,,,,,,,,0.5710349,,,0.40673405,0.43309447,0.6044123,,,,,,,,,0.5936337,0.50286096,,,0.4208697,0.4370319,0.5931581,,,,,,,,,0.5107193,0.5371236,,,0.42796537,0.4789373,0.64926416,,,,,,,,,,,,,0.4596212,0.5284354,0.69464546,,,,,,,,,,,,,0.59210706,0.7025235,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,2013-09-10,0.64624774,,,,,,,,,,,,,0.53661203,,0.6133956,,,,,,,,,,,,,,,0.5994974,,,,,,,,,,,,,,,0.6331356,,,,,,,,,,,,,,,0.5800498,0.6720382,,,,,,,,,,,,,,0.5577452,0.64415914,,,,,,,,,,,,,,0.51175725,0.58202285,,,,,,,,,,,,,,0.50791556,0.5859025,,,,,,,,,,,,,,0.5309676,0.58396167,,,,,,,,,,,,,,0.54074454,0.609517,,,,,,,,,,,,,,0.5751113,0.65145904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,2013-09-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,2013-09-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,2013-10-01,0.006664856,0.008206795,0.009797253,0.014076329,0.014404318,0.020391742,0.025154565,0.031035969,0.032151837,0.033300225,0.035203204,0.038018905,0.049104508,0.062958345,0.07373783,0.010052861,0.01178917,0.0146499,0.01406001,0.014946045,0.020624487,0.024540039,0.02915183,0.030157862,0.0374765,0.044073403,0.04577413,0.052165236,0.06868449,0.087458886,0.01122686,0.012775333,0.01140118,0.0150632085,0.0182793,0.022394974,0.023678247,0.026520183,0.03494437,0.03678372,0.038784094,0.03261732,0.042123694,0.056614976,0.062644705,0.010457795,0.008761768,0.011620144,0.010881321,0.0112521285,0.014435185,0.017912833,0.021883244,0.02489811,0.030181699,0.031617727,0.026197566,0.02986087,0.037860163,0.04281598,0.008662997,0.011958222,0.0045616906,0.0049107377,0.010641332,0.012430958,0.014068027,0.018657114,0.026349833,0.02917983,0.027363278,0.023420356,0.02957253,0.0321088,0.029449683,0.010749786,0.007720072,0.008018278,0.0065530483,0.008091946,0.010039814,0.013370436,0.018634586,0.021952992,0.025453651,0.021734985,0.023203978,0.022356486,0.024101488,0.021061206,0.010504902,0.012896795,0.014191066,0.014404402,0.010378478,0.0072826366,0.006946713,0.014040369,0.025025275,0.021028325,0.015158277,0.02353881,0.029354203,0.024166284,0.018383505,0.011835087,0.013041714,0.012254076,0.0069248746,0.006390116,0.012966338,0.019939149,0.020265257,0.020030323,0.023418104,0.020131072,0.02252829,0.025290476,0.021062171,0.013896944,0.010175738,0.006011378,0.007993227,0.016522167,0.016286606,0.012330153,0.010904918,0.019239133,0.029537572,0.030872125,0.029066639,0.03053823,0.031257536,0.030447608,0.02877145,0.012242656,0.011447792,0.012267893,0.013190514,0.013491712,0.01106036,0.011868323,0.017285138,0.02797318,0.03224798,0.031520545,0.030127551,0.03158098,0.03561065,0.039526474,0.0123776365,0.00803881,0.005643225,0.009628632,0.011454731,0.014484286,0.014637157,0.02332436,0.031190779,0.03114587,0.032635096,0.0355016,0.036990862,0.0354265,0.045172743,0.016332723,0.010747914,0.008178715,0.012799587,0.018890394,0.020930495,0.019147336,0.021486955,0.02817167,0.0330027,0.035237383,0.03276558,0.03527316,0.041643374,0.054914545,0.012183936,0.01093811,0.009349788,0.0088201305,0.011351239,0.008262642,0.015008691,0.021664893,0.030759549,0.03185172,0.03533216,0.03408086,0.033810824,0.040082727,0.054586753
40,2013-10-08,0.006664856,0.008206795,0.009797253,0.014076329,0.014404318,0.020391742,0.025154565,0.031035969,0.032151837,0.033300225,0.035203204,0.038018905,0.049104508,0.062958345,0.07373783,0.010052861,0.01178917,0.0146499,0.01406001,0.014946045,0.020624487,0.024540039,0.02915183,0.030157862,0.0374765,0.044073403,0.04577413,0.052165236,0.06868449,0.087458886,0.01122686,0.012775333,0.01140118,0.0150632085,0.0182793,0.022394974,0.023678247,0.026520183,0.03494437,0.03678372,0.038784094,0.03261732,0.042123694,0.056614976,0.062644705,0.010457795,0.008761768,0.011620144,0.010881321,0.0112521285,0.014435185,0.017912833,0.021883244,0.02489811,0.030181699,0.031617727,0.026197566,0.02986087,0.037860163,0.04281598,0.008662997,0.011958222,0.0045616906,0.0049107377,0.010641332,0.012430958,0.014068027,0.018657114,0.026349833,0.02917983,0.027363278,0.023420356,0.02957253,0.0321088,0.029449683,0.010749786,0.007720072,0.008018278,0.0065530483,0.008091946,0.010039814,0.013370436,0.018634586,0.021952992,0.025453651,0.021734985,0.023203978,0.022356486,0.024101488,0.021061206,0.010504902,0.012896795,0.014191066,0.014404402,0.010378478,0.0072826366,0.006946713,0.014040369,0.025025275,0.021028325,0.015158277,0.02353881,0.029354203,0.024166284,0.018383505,0.011835087,0.013041714,0.012254076,0.0069248746,0.006390116,0.012966338,0.019939149,0.020265257,0.020030323,0.023418104,0.020131072,0.02252829,0.025290476,0.021062171,0.013896944,0.010175738,0.006011378,0.007993227,0.016522167,0.016286606,0.012330153,0.010904918,0.019239133,0.029537572,0.030872125,0.029066639,0.03053823,0.031257536,0.030447608,0.02877145,0.012242656,0.011447792,0.012267893,0.013190514,0.013491712,0.01106036,0.011868323,0.017285138,0.02797318,0.03224798,0.031520545,0.030127551,0.03158098,0.03561065,0.039526474,0.0123776365,0.00803881,0.005643225,0.009628632,0.011454731,0.014484286,0.014637157,0.02332436,0.031190779,0.03114587,0.032635096,0.0355016,0.036990862,0.0354265,0.045172743,0.016332723,0.010747914,0.008178715,0.012799587,0.018890394,0.020930495,0.019147336,0.021486955,0.02817167,0.0330027,0.035237383,0.03276558,0.03527316,0.041643374,0.054914545,0.012183936,0.01093811,0.009349788,0.0088201305,0.011351239,0.008262642,0.015008691,0.021664893,0.030759549,0.03185172,0.03533216,0.03408086,0.033810824,0.040082727,0.054586753
41,2013-10-15,0.00023534175,,,,,,0.0008789548,0.00066145806,,0.0004695745,0.0009954133,0.00048252725,,,,0.0007606521,,,,,,,,,,,,,,,,,,,,0.00027398238,,,,,,,,,,,,,,,,0.0005432127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00024901418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,2013-10-22,0.007826396,0.007514397,0.0068721543,0.0067834863,0.0069451286,0.006089589,0.008017542,0.007281137,0.010244041,0.008809089,0.009800698,0.010025175,0.008950261,0.010965932,0.010253036,0.00818191,0.00869284,0.007955925,0.0074699526,0.008055013,0.008853392,0.008757264,0.009349444,0.010416513,0.010002186,0.010320337,0.01004468,0.009354568,0.007997001,0.00912546,0.005981327,0.008463729,0.0077477037,0.0077570137,0.006903228,0.008609558,0.007958981,0.009087075,0.009509548,0.010142429,0.009481048,0.009424691,0.010749653,0.008812274,0.0102810655,0.007497015,0.008535867,0.0075896922,0.0070045013,0.00755432,0.008631176,0.0076191262,0.008677603,0.00939454,0.010773859,0.00987942,0.009900907,0.010419852,0.011101659,0.011231244,0.0067842253,0.008185297,0.008106087,0.00790027,0.008737253,0.00846592,0.0072661145,0.009131797,0.009586152,0.008534224,0.00987942,0.01063049,0.008955119,0.010119761,0.010945952,0.006449263,0.007514683,0.008142659,0.008268417,0.008201045,0.008577964,0.0073106517,0.009243593,0.010628149,0.008831884,0.007936586,0.00781456,0.009637887,0.010693482,0.010606834,0.0067500966,0.0072251023,0.007816942,0.009258527,0.009039545,0.008313597,0.0076084514,0.009058191,0.008673654,0.0080475435,0.00871517,0.009526722,0.0092401225,0.00977113,0.010266543,0.007240668,0.007215779,0.006334935,0.007134046,0.007496253,0.006819984,0.007291024,0.007937824,0.007897216,0.008684572,0.007220755,0.008413524,0.009158399,0.0080446135,0.007786753,0.0061151003,0.0061858776,0.0061205532,0.0073298644,0.008686993,0.008412312,0.0092214355,0.0070467056,0.009028299,0.008083116,0.009575776,0.008161292,0.0114774415,0.010904978,0.010173535,0.005900365,0.0064397953,0.00593044,0.0069885915,0.008590183,0.008610962,0.007526773,0.0070994073,0.008835173,0.010010442,0.010036911,0.008278958,0.011064983,0.010038939,0.009069221,0.0066795726,0.006075544,0.0060760807,0.0051444476,0.0063767047,0.007857482,0.007175636,0.007929344,0.008282047,0.0084175365,0.008339435,0.008528047,0.009204907,0.009550904,0.01029607,0.008108067,0.0067656254,0.0059845517,0.0058233934,0.007840775,0.0068008476,0.0062699197,0.0077083614,0.0062884237,0.007150609,0.008960343,0.010361777,0.0091983285,0.008054374,0.007620016,0.005997166,0.0052699298,0.0039471253,0.0054239393,0.00671313,0.00516383,0.0046918658,0.007462092,0.008845849,0.0063564884,0.008321602,0.008644905,0.009127362,0.008014381,0.009668948
43,2013-10-29,0.014711621,0.014252914,0.01599213,0.030869292,0.032084834,0.033811808,0.05972737,0.04724378,0.035105605,0.04121779,0.03406567,0.03131333,0.02685676,0.023564668,0.02060671,0.02359671,0.025424128,0.041190624,0.05840674,0.069912545,0.111687206,0.18372534,0.17262532,0.077011734,0.049400028,0.040227566,0.04344081,0.042547356,0.032096677,0.028185988,0.045528594,0.045746315,0.07182454,0.14735138,0.17631191,0.25708836,0.36104354,0.3097608,0.17424802,0.08354418,0.06369464,0.06544432,0.067791544,0.060761258,0.05520163,0.09103796,0.09654055,0.105504535,0.18425976,0.35152912,0.32904777,0.36353433,0.41323683,0.33194947,0.26738608,0.2928825,0.31236625,0.16737244,0.10764422,0.090734564,0.145372,0.120080166,0.10423398,0.14096083,0.18735814,0.21690464,0.28376833,0.42189065,0.41722482,,,,0.45283777,0.2347115,0.20904455,0.15372913,0.12185128,0.117113896,0.1377616,0.16996616,0.20452031,0.27935112,0.37691078,,,,,,0.49831006,0.3919886,0.16421767,0.16859528,0.1774954,0.179473,0.19155857,0.22518022,0.28862104,0.34057263,0.46608844,,,,,0.2997612,0.26759225,0.2509783,0.32340708,0.3174446,0.27631617,0.25725636,0.3018708,0.3305814,0.27316886,0.3145344,0.5039896,0.49547762,0.39088932,0.1923602,0.14376685,0.15399781,0.51243776,,,0.43483835,0.45594916,0.49149996,0.3958869,0.36781514,0.39128014,,,0.23156664,0.18268205,0.11916667,0.1265338,,0.38791266,0.3955941,0.5022987,0.50582427,0.33351272,0.3030393,0.5655774,,0.34672272,0.22598168,0.15040344,0.12762888,0.15174872,0.16875897,0.42512923,0.43598267,0.38032478,0.35110778,0.2996657,0.183249,0.17488365,0.29884568,0.16678274,0.10668441,0.100600846,0.09289231,0.09866682,0.15431046,0.27417648,,,0.4304084,0.26397267,0.17217325,0.12622297,0.12928367,0.076276906,0.06104012,0.09836536,0.103618,0.07376293,0.11275556,0.1573824,0.24470915,0.4638903,0.4717896,0.38892227,0.26313046,0.17789598,0.16181791,0.1485116,0.089019895,0.08091615,0.11992391,0.10862664,0.09390457,0.12173506,0.10581699,0.0915681
44,2013-11-05,0.20698757,0.32998997,0.43640977,0.45214507,0.45095566,,,,0.5378707,,,,,,0.45315737,0.16234073,0.22801736,0.32066023,0.39351758,0.4751172,,,,,,,,,,,0.12827756,0.16435698,0.21162044,0.29468715,0.44575945,0.47560012,0.5148983,,,,,,,,,0.11440423,0.12902753,0.15448457,0.22350739,0.29188004,0.33779034,0.35481682,0.3925268,0.47822937,0.56199986,0.5757812,0.572553,,,,0.13301633,0.120196104,0.1305259,0.16016448,0.19069424,0.2272661,0.2443139,0.26892036,0.35114247,0.4452942,0.57911813,,,,,0.14691515,0.16164944,0.13371173,0.12527338,0.13712305,0.15471117,0.18351945,0.2272384,0.2622299,0.29527226,0.3351849,0.412239,,,,0.119040854,0.13339765,0.13587981,0.12549962,0.13532834,0.14903022,0.19729108,0.19521691,0.18446428,0.18886611,0.19276841,0.20755048,0.27047682,0.30477792,0.34259138,0.09180099,0.106123865,0.11293252,0.11626373,0.12810534,0.13854086,0.14079411,0.13574016,0.12464259,0.1263604,0.12547283,0.1257668,0.14109905,0.18794528,0.25743037,0.079031155,0.085811056,0.09207925,0.091016315,0.097005,0.09221161,0.08718707,0.08861481,0.08855042,0.08147854,0.08101833,0.085757725,0.09152292,0.11817519,0.14491498,0.064278744,0.07277533,0.07411616,0.071806364,0.07247996,0.07196251,0.06909248,0.066487014,0.06605257,0.06338053,0.06829939,0.06824204,0.068721905,0.07984956,0.09635202,0.05581459,0.06383791,0.06546732,0.06251195,0.06037831,0.05904791,0.056370884,0.056640357,0.05680608,0.055558886,0.053732228,0.052509304,0.057085533,0.06621371,0.069337375,0.053233344,0.061113358,0.06295552,0.06141472,0.054492164,0.052996736,0.05800011,0.053851806,0.054221325,0.049937055,0.044893745,0.044858534,0.04739175,0.05276052,0.05759674,0.052207187,0.05786794,0.062871374,0.06500154,0.061906185,0.06026923,0.059788816,0.055007555,0.051463377,0.046829984,0.04397782,0.045449805,0.042884026,0.041794915,0.05565921
45,2013-11-12,0.08453132,0.068173185,0.06886942,0.09212837,0.1000019,0.10408302,0.10999414,0.09220499,0.1140642,0.124909945,0.09281756,0.06887464,0.061485074,0.054288927,0.042917572,0.06942882,0.053585324,0.052005295,0.0580681,0.09581065,0.114263915,0.12635046,0.11084303,0.14771776,0.2077677,0.13352707,0.086917005,0.07859991,0.056150533,0.04067431,0.052255522,0.057166945,0.050062995,0.06010125,0.112617366,0.14230998,0.16077593,0.17494345,0.27867028,0.37954727,0.2190409,0.12571876,0.10260014,0.06326751,0.03786335,0.05299141,0.054981206,0.055015285,0.07240879,0.10462004,0.18232803,0.24079432,0.27598783,0.32992148,0.41542187,0.28619257,0.17276531,0.11473783,0.06902052,0.0446889,0.055569436,0.05377882,0.06824311,0.09095749,0.14041404,0.20726524,0.26479274,0.20082371,0.19735503,0.26912266,0.31241715,0.19801144,0.12163358,0.077279136,0.056344464,0.077943526,0.06582188,0.07718813,0.09290136,0.15506744,0.19602066,0.22606339,0.19979177,0.1379883,0.16892354,0.17783175,0.16675285,0.13114095,0.09299273,0.078915395,0.08041725,0.08265951,0.0730957,0.09197344,0.13006707,0.15417898,0.18847524,0.13018891,0.097230285,0.10672658,0.1164301,0.12957726,0.12014032,0.10625897,0.12500969,0.07990403,0.060956743,0.06667947,0.08484542,0.11942692,0.15345176,0.14742109,0.10164077,0.08188099,0.07514136,0.112396844,0.12321743,0.10928993,0.093221545,0.09894994,0.0754404,0.096977726,0.08157756,0.08112163,0.11839848,0.16090834,0.13476552,0.07097562,0.064238355,0.062302493,0.06942591,0.065817155,0.073475234,0.04602281,0.038151994,0.1112695,0.16696581,0.123200014,0.07028248,0.09246048,0.17611192,0.15780447,0.10118208,0.064915426,0.059493892,0.04150214,0.03415428,0.030371632,0.015024056,0.010741404,0.08824641,0.14216368,0.10941113,0.09945046,0.13619174,0.19584768,0.16863503,0.1156157,0.07110333,0.050962925,0.025029022,0.0204235,0.012583481,0.005459645,0.0019590121,0.05358649,0.05646855,0.058469653,0.113448925,0.2332241,0.15760005,0.10169096,0.07687147,0.04901114,0.04104005,0.022633981,0.013438417,0.00877065,0.0014341515,,0.020951292,0.026762014,0.032243744,0.052016262,0.067807846,0.05788437,0.03751716,0.03600671,0.019855715,0.017310362,0.017671201,0.004409845,0.0014743012,,
46,2013-11-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,2013-11-26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2013-12-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,2013-12-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41550502,,,,,,,,,,,,,,,0.40775096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3408752,0.3610632,,,,,,,,,,,,,0.4460362,0.38554898,0.40127867,,,,,,,,0.27459618,,,,,0.43859762,,,,,,,,,,,,,,
50,2013-12-17,,,,,,,,,,,,,,0.41617146,,,,,,,,,,,,,,,0.4268418,,,,,,,,,,,,,,,,,,,,,,,,,,0.5627264,0.56804335,,0.5111258,,0.52193373,,,,,,,,,,0.5691156,0.58870614,0.60049766,,,,,,,,,,,,,0.5727587,,,0.48328444,0.45473048,,,,,,,,,,,,,,,0.5079765,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.40540007,,,,,,,,,,,,,0.46929258,,,,,,0.44542477,0.37955698,0.5410875,,,,,0.5259929,0.39814985,0.14490797,0.36449417,,,,0.4959332,0.35864565,0.38686553,,,,,,,0.3332152,0.005539986,0.3615613,,,,0.44748268,,,,,,,,0.49662256,0.2089211,0.24642575,0.43491066,,,
51,2013-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
