,date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120
54,2014-01-14,0.2012213,0.17642355,0.16242881,0.14461726,0.12898295,0.11798254,0.12073479,0.112042874,0.11615902,0.11900079,0.13443378,0.1932172,0.16557054,0.14824545,0.127465,0.11486742,0.11537181,0.1092109,0.116993755,0.1275904,0.12023911,0.1329342,0.1932089,0.16367945,0.15047538,0.13561256,0.122915484,0.11863482,0.12191027,0.13111654,0.14637531,0.13696747,0.16468152,0.19238247,0.18335961,0.16680169,0.14780124,0.12564725,0.12468687,0.12525237,0.1404348,0.16968796,0.1839614,0.1839614,0.18990386,0.18283907,0.17851596,0.17195153,0.17301102,0.18553302,0.16258234,0.15623936,0.18562226,0.18562226,0.19945969,0.19892192,0.19509166,0.2083651,0.16975485,0.16625728,0.18267336,0.1633783,0.14573224,0.16677491,0.16677491,0.1702852,0.19021341,0.19539763,0.18528107,0.19230331,0.17839259,0.17611691,0.14830437,0.14780279,0.14780279,0.14330153,0.13489948,0.20195225,0.19350627,0.17788255,0.17589135,0.18245536,0.16517316,0.13627537,0.12817389,0.12817389,0.1259497,0.12518075,0.21568273,0.21647027,0.18787757,0.17803147,0.16486847,0.15581769,0.14933646,0.14933646,0.13375857,0.12943715,0.12172929,0.255791,0.23619276,0.19780137,0.18369295,0.17900485,0.17649016,0.16825162,0.16825162,0.14605781,0.14071618,0.13876295,0.2763066,0.24523278,0.2225813,0.21650614,0.20985532,0.19158393,0.18876727,0.18876727,0.17847313,0.15995981,0.1535757
55,2014-01-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,2014-01-28,0.019084174,0.028749483,0.03404403,0.037493534,0.041572727,0.07642791,0.07121999,0.08050893,0.09974363,0.12183168,0.111229844,0.009990349,0.017449616,0.018130863,0.017068453,0.028951904,0.046810642,0.054840587,0.06705582,0.08395325,0.1077562,0.1286824,0.0005781771,0.011435563,0.014029456,0.02071024,0.024657443,0.04183023,0.055382766,0.06759911,0.086230196,0.10686272,0.09484377,,0.0016469893,0.0075630816,0.010897616,0.023267912,0.03593492,0.050688654,0.06311291,0.07340455,0.08116848,0.08116848,,,0.0015113215,0.009249672,0.027492488,0.038688578,0.045908313,0.05664011,0.06612263,0.06612263,0.078000456,,,0.0039763073,0.013795915,0.027456447,0.033117626,0.03549537,0.047263306,0.05835668,0.05835668,0.071655065,0.0015981337,,0.0063612494,0.011089788,0.02357559,0.0280019,0.03599527,0.042710464,0.042710464,0.05052521,0.0627813,0.00039125202,0.0009283012,0.01333641,0.014107845,0.019987963,0.0178591,0.027456623,0.033893857,0.033893857,0.03867845,0.049420066,,,0.00789063,0.0108190635,0.012765981,0.012124953,0.016031256,0.016031256,0.027919283,0.026905239,0.0334449,,0.0043027485,0.00536655,0.0066264058,0.008529641,0.009049623,0.008085002,0.008085002,0.01640175,0.022623029,0.020569256,0.0043418934,0.0058381106,0.0052830605,0.0031767844,0.003678064,0.0001467757,0.003619316,0.003619316,0.0061372463,0.008928414,0.0080541605
57,2014-02-04,0.019084174,0.028749483,0.03404403,0.037493534,0.041572727,0.07642791,0.07121999,0.08050893,0.09974363,0.12183168,0.111229844,0.009990349,0.017449616,0.018130863,0.017068453,0.028951904,0.046810642,0.054840587,0.06705582,0.08395325,0.1077562,0.1286824,0.0005781771,0.011435563,0.014029456,0.02071024,0.024657443,0.04183023,0.055382766,0.06759911,0.086230196,0.10686272,0.09484377,,0.0016469893,0.0075630816,0.010897616,0.023267912,0.03593492,0.050688654,0.06311291,0.07340455,0.08116848,0.08116848,,,0.0015113215,0.009249672,0.027492488,0.038688578,0.045908313,0.05664011,0.06612263,0.06612263,0.078000456,,,0.0039763073,0.013795915,0.027456447,0.033117626,0.03549537,0.047263306,0.05835668,0.05835668,0.071655065,0.0015981337,,0.0063612494,0.011089788,0.02357559,0.0280019,0.03599527,0.042710464,0.042710464,0.05052521,0.0627813,0.00039125202,0.0009283012,0.01333641,0.014107845,0.019987963,0.0178591,0.027456623,0.033893857,0.033893857,0.03867845,0.049420066,,,0.00789063,0.0108190635,0.012765981,0.012124953,0.016031256,0.016031256,0.027919283,0.026905239,0.0334449,,0.0043027485,0.00536655,0.0066264058,0.008529641,0.009049623,0.008085002,0.008085002,0.01640175,0.022623029,0.020569256,0.0043418934,0.0058381106,0.0052830605,0.0031767844,0.003678064,0.0001467757,0.003619316,0.003619316,0.0061372463,0.008928414,0.0080541605
58,2014-02-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59,2014-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,2014-02-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,2014-03-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,2014-03-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,2014-03-18,,,,,,,,,,,0.00034650348,,,,,,,0.00015560549,0.0024159832,0.0025061287,0.0033815845,0.0035367915,,,,,,0.00050142535,0.0036951392,0.008179484,0.0062457374,0.005431806,0.010723771,0.0027439953,0.00031115406,,,0.00052071275,0.004675826,0.0044150976,0.004611889,0.00091518037,0.002324304,0.002324304,0.009039114,0.012325248,0.00648992,0.00273133,0.008366692,0.012475074,0.004764059,0.0022717095,,,,0.009858897,0.0078256605,0.008914141,,,0.0027727871,,,,,,0.0014862211,,,,,,,,,,,0.0034343502,,,,,,,,,,,0.0023986022,0.0012011027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,2014-03-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,2014-04-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,2014-04-08,0.08909178,0.17441276,0.11965996,0.12405701,0.16193463,0.21854822,0.19104157,0.15874957,0.10994371,0.08094145,0.04265444,0.13277869,0.23429684,0.20718588,0.20718424,0.23745164,0.22279526,0.15563923,0.14367893,0.12765184,0.13202752,0.095494255,0.1410485,0.223999,0.38321796,0.26569745,0.2211674,0.24843109,0.18385407,0.10636411,0.096302375,0.104553774,0.08058595,0.14397255,0.26871985,0.51970994,0.33992943,0.25077137,0.23168275,0.1660212,0.09716394,0.098707,0.097698316,0.097698316,0.16988988,0.24778299,0.27663013,0.24914764,0.13865173,0.09970386,0.08223657,0.09501157,0.13786036,0.13786036,0.16843939,0.14160518,0.18665804,0.27572563,0.20163791,0.11618493,0.09844813,0.08658012,0.11220341,0.17218444,0.17218444,0.17675947,0.08445639,0.11891028,0.18466075,0.20638523,0.17524995,0.13834353,0.13257372,0.15109378,0.15109378,0.18901439,0.22878525,0.080896914,0.12138955,0.1952839,0.23437302,0.26635417,0.30595964,0.22902308,0.20059371,0.20059371,0.2203493,0.3222255,0.10646954,0.13373837,0.18858807,0.27287883,0.58891916,,0.57922417,0.57922417,0.23727036,0.23074467,0.29144794,0.14754032,0.17293504,0.2374796,0.35833302,,,,,0.22791071,0.19117567,0.21857733,0.15630974,0.2303024,0.41312727,,,,0.55747133,0.55747133,0.2566119,0.14430737,0.14959787
67,2014-04-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,2014-04-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,2014-04-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,2014-05-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.75194526,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,2014-05-13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,2014-05-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,2014-05-27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,2014-06-03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,2014-06-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,2014-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,2014-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,2014-07-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2014-07-08,0.41056353,0.40308458,0.33467618,0.27209467,0.29160944,0.3318004,0.4259022,0.43905765,0.32765472,0.24555235,,0.44393396,0.47890943,0.3570287,0.26657194,0.27778208,0.31531295,0.35982952,0.39230537,0.3416002,0.25490654,,0.41716462,0.3976892,0.31920642,0.2682317,0.26671237,0.27898058,0.29524806,0.36233345,0.34365022,0.27623186,0.30115676,0.35145852,0.32622263,0.30319315,,,0.24921441,0.25776955,,0.30066362,0.3801768,0.3801768,0.30354255,0.27869764,,,,,,,0.30235556,0.30235556,0.44193396,0.29958928,0.26840636,,,,,,,0.31244865,0.31244865,0.43414995,0.23146635,,,,,,,,,0.30261,0.39567772,,,,,,,,,,0.3000947,0.400043,,,,,,,,,0.27440155,0.37175906,0.46660873,,,,,,,0.30815303,0.30815303,0.32358563,0.40308884,0.47691485,,0.17493023,,,,,0.35751423,0.35751423,0.36375982,0.37517893,0.4565608
80,2014-07-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2014-07-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2014-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,2014-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,2014-08-12,0.89080983,0.90058094,0.90400493,0.9015644,0.8873411,0.8843489,0.8850701,0.8886949,0.8849603,0.8855513,,0.8875721,0.90286434,0.8962376,,0.88765734,0.8783035,0.8645384,0.87582165,0.8822486,0.88882524,,0.8655126,0.86518735,0.89169186,,,0.88445777,,0.86747456,,,,,0.8633652,0.8985233,,,,,,,0.8997975,0.8997975,,,,,,,,,,,0.9089872,,,,,,,,,,,0.9018647,,,,,,,,,,0.8972093,0.8969703,,,,,,,,0.90367985,0.90367985,0.90323424,0.89272314,,,,,,0.9057784,0.9016995,0.9016995,0.9063558,0.9071317,0.8885919,,,,,,,0.891041,0.891041,0.89764977,0.89557487,0.89488566,,0.799838,,,0.8961669,,0.89109176,0.89109176,0.8923248,0.89104056,0.8910998
85,2014-08-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,2014-08-26,0.8669449,0.86172616,0.86213773,0.8613872,0.85206574,0.8446066,0.8452289,0.8466436,0.85079885,0.84897614,0.8577045,0.89826643,0.87011343,0.87054724,0.8615782,0.8554113,0.83969015,0.8243999,0.8334715,0.8463218,0.8626012,0.87174636,0.8588062,0.85983145,0.86810577,0.86593074,0.8644653,0.8603527,0.8439003,0.8321033,0.84796834,0.8640478,0.87135357,0.84261554,0.85328686,0.88016313,0.8753342,0.86626893,0.8586067,0.8510917,0.86823153,0.8724034,0.86583126,0.86583126,0.8697293,0.8779266,0.87358725,0.87075543,0.8435872,0.8512306,0.86319077,0.8762491,0.86967796,0.86967796,0.8762703,0.8774544,0.86365575,0.87022626,0.8679838,0.8587071,0.8544852,0.86140674,0.86397934,0.86689264,0.86689264,0.86641234,0.8512497,0.86693335,0.8650055,0.8580483,0.8594047,0.8669561,0.8684081,0.86564165,0.86564165,0.85746706,0.8559411,0.85700333,0.8724968,0.8560318,0.84855485,0.8655872,0.868612,0.8644397,0.86252946,0.86252946,0.8568281,0.84353256,0.88434505,0.8732442,0.8661038,0.85946476,0.862993,0.8631873,0.8570337,0.8570337,0.8665301,0.8600885,0.85713315,,0.87802255,0.8717659,0.8692956,0.8610624,0.84720176,0.8508854,0.8508854,0.8607116,0.86452335,0.8651046,0.8512631,0.82121223,0.8140949,0.86018354,0.8618429,0.85442275,0.85963887,0.85963887,0.8679928,0.8575032,0.8559543
87,2014-09-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,2014-09-09,0.85683686,0.86434525,0.87448084,0.87409264,0.86119795,0.86097854,0.85767895,0.85390365,0.85446256,0.8647351,0.8623156,0.8544402,0.87161154,0.8738066,0.87306106,0.87059987,0.8513042,0.8429831,0.8511421,0.8619914,0.8694956,0.87420756,0.8314839,0.8607649,0.87419057,0.87700075,0.8787435,0.8634999,0.8447352,0.8444524,0.86292017,0.8755211,0.87669045,0.8074232,0.87480295,0.88137335,0.87944573,0.88173527,0.875639,0.8556768,0.8693335,0.8792356,0.8755609,0.8755609,0.8631627,0.87782586,0.8761101,0.8791664,,,0.8708645,0.8772077,0.87760705,0.87760705,0.8700866,,0.8750616,0.8765309,0.87226444,,0.86785257,0.872168,0.86682755,0.8669098,0.8669098,0.86098135,,,,0.8606634,0.8612297,0.8769052,0.8791645,0.8692343,0.8692343,0.8679687,0.85542655,0.8852276,0.8790628,0.86472255,0.8536086,0.8688606,0.8781644,0.8759834,0.86961764,0.86961764,0.8588466,0.84420246,,0.8773597,0.8712104,0.8718286,0.8685003,0.8560476,0.8530522,0.8530522,0.8632632,0.8615602,0.8556091,0.8555309,0.87360203,0.86819345,0.88253695,0.8603452,0.8449227,0.8519922,0.8519922,0.8663804,0.86349744,0.86260253,0.83879495,0.81727755,0.81799173,0.8617007,0.8565832,0.8577466,0.85565484,0.85565484,0.8581961,0.85861224,0.8606575
89,2014-09-16,0.85683686,0.86434525,0.87448084,0.87409264,0.86119795,0.86097854,0.85767895,0.85390365,0.85446256,0.8647351,0.8623156,0.8544402,0.87161154,0.8738066,0.87306106,0.87059987,0.8513042,0.8429831,0.8511421,0.8619914,0.8694956,0.87420756,0.8314839,0.8607649,0.87419057,0.87700075,0.8787435,0.8634999,0.8447352,0.8444524,,,,0.8074232,0.87480295,0.88137335,0.87944573,0.88173527,0.875639,0.8556768,0.8693335,0.8792356,0.8755609,0.8755609,0.8631627,,,0.8791664,,,0.8708645,0.8772077,0.87760705,0.87760705,0.8700866,,0.8750616,,0.87226444,,0.86785257,0.872168,0.86682755,0.8669098,0.8669098,0.86098135,,,,0.8606634,,,0.8791645,0.8692343,0.8692343,0.8679687,0.85542655,0.8852276,,,0.8536086,0.8688606,0.8781644,0.8759834,0.86961764,0.86961764,0.8588466,0.84420246,,0.8773597,,,0.8685003,0.8560476,0.8530522,0.8530522,0.8632632,0.8615602,0.8556091,0.8555309,0.87360203,0.86819345,,0.8603452,0.8449227,0.8519922,0.8519922,0.8663804,0.86349744,0.86260253,0.83879495,0.81727755,0.81799173,0.8617007,0.8565832,0.8577466,0.85565484,0.85565484,0.8581961,0.85861224,0.8606575
90,2014-09-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,2014-09-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,2014-10-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,2014-10-14,,,,,,,,,0.210939,0.29232675,0.39507532,,,,,,,,,,0.29902172,0.40101722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.33779258,0.5124209,,,,,,,,0.34682202,0.34682202,0.6115645,0.7082302,,,,,,,,,0.34938577,0.55533653,0.671544,,,,,,,,,0.29823017,0.5116122,,,,,,,,,,0.27275974,0.38905734,1.0
94,2014-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,2014-10-28,0.81822944,0.81863284,0.8261584,0.8408707,0.84231424,0.8326999,0.8457156,0.8388958,0.82574975,0.8345011,0.81900644,0.8203354,0.80591005,0.8194059,0.8332292,0.8248398,0.81451684,0.8174619,0.8009021,0.80322045,0.8293614,0.8378855,,0.8246758,0.82501507,0.8259224,0.8213431,0.8139709,0.7901311,0.7751707,,,,,0.82529914,0.82667494,0.81901556,0.83080506,0.8348549,0.8024947,0.822088,0.83061683,0.84199214,0.84199214,,,,0.82700145,0.819496,,0.8279085,0.83460796,0.8393679,0.8393679,0.8252594,,,,,,0.8193523,0.8220243,0.8298027,,,0.8086472,,,0.79060614,0.7984655,,,0.8243681,,,0.8215222,0.8111064,0.82364506,,,0.7997778,0.82693845,,,0.8020557,0.8020557,0.8134219,0.78926533,0.81553274,0.81506157,,,,0.82024556,0.83560735,0.83560735,0.75547755,0.79302776,0.8073698,,0.7947694,,,0.8125436,0.8166882,0.7973978,0.7973978,0.77608097,0.81019944,0.81214756,,,0.7951892,0.8109267,0.8247084,0.7980463,0.79688483,0.79688483,0.7907964,0.8121308,0.8104895
96,2014-11-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,2014-11-11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,2014-11-18,0.67574465,0.61436254,0.63545316,0.71144927,0.72257906,0.71395457,0.730312,0.6832266,0.6907352,0.7036522,0.67952263,0.6610938,0.6592775,0.65019935,0.68398374,0.6940634,0.7275132,0.7242239,0.67791194,0.68686557,0.6984806,0.69471264,0.68144786,0.6927185,0.69602835,0.6918015,0.6812667,0.70960504,0.6704931,0.66021514,0.66448396,0.6775189,0.68174624,0.69448215,0.6868466,0.69082654,0.6665381,0.68680817,0.70077604,0.6784465,0.6643012,0.6785642,0.70946485,0.70946485,0.6776501,0.6743198,0.67366666,0.6814408,0.66820556,0.6779272,0.678099,0.7004457,0.69441414,0.69441414,0.6979243,0.66377026,0.67262816,0.6547503,0.67763996,0.6524097,0.68011993,0.6803693,0.6926379,0.68593717,0.68593717,0.6932773,0.6768827,0.65624905,0.65473574,0.6735848,0.6635695,0.68787414,0.68492633,0.6724673,0.6724673,0.6769851,0.67292005,0.67712814,0.6892044,0.65269035,0.6773947,0.69625026,0.68425936,,,,0.7750026,,0.66778505,0.6947639,0.70062006,,,,,,,,,0.6688345,0.6833369,,,,,,,,,,0.68073857,,,,,,,,,,0.86193633
99,2014-11-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,2014-12-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0629544,,,,,,,,,0.07534909,0.11714716,0.12995036,0.13896807,0.11342103,,,,,,,0.16095035,0.1570234,0.15409978,0.17930138,0.1869296,0.118692555,,0.06563071,0.06563071,,,0.1926084,0.18176219,0.17818765,0.19952273,0.21271414,0.14900066,0.07738043,0.05494969,0.05494969,,,0.178836,0.14987192,0.14452498,0.16884138,0.18265371,0.14403321,0.08238151,0.08238151,0.06736104,,,0.16304617,0.14810793,0.1442837,0.15094317,0.14935073,0.122306705,0.082973965,0.082973965,0.06514049,,,0.15167402,0.1671504,0.16442901,0.15920325,0.1569179,0.107490614,0.07069259,0.07069259,0.05324043,,
101,2014-12-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,2014-12-16,,,,,,,,,0.4881317,0.50979185,0.35910213,,,,,,,,,0.5650071,,0.6138879,,,,,,,,0.5756622,0.37911764,0.46966228,0.39554268,,,,,,,,,0.642967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.45366982,,,,,,,,,,,0.2623991,,,,,,,,,,,0.39121562,0.2988161,,,,,,,,,
103,2014-12-23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,2014-12-30,0.53185207,0.55,0.5390496,0.517273,0.55126286,0.5599509,0.53804535,0.5173877,0.535712,0.54519933,0.5549662,0.5374116,0.5364482,0.5553436,0.56484425,0.55879945,0.55547214,0.55699307,0.5539219,0.54567313,0.53211737,0.5307377,,0.5473632,0.55891496,0.54041153,0.5417958,0.5379607,0.5187432,0.5143291,0.52332276,0.50423795,0.50715107,,0.5384355,0.5350442,0.54356587,0.530501,0.5212125,0.5061974,0.5157503,0.5247724,0.52953845,0.52953845,0.5619127,0.52872264,0.52498406,0.53437126,0.4952364,0.5151441,0.51325333,0.53323233,0.5084585,0.5084585,0.5060128,0.5250669,0.53292227,0.51894045,0.515625,0.5055314,0.5139681,0.50752926,0.54063815,0.3365085,0.3365085,0.30641907,0.55121964,0.5256037,0.50194985,0.519878,0.5127057,0.5143236,0.45366174,0.27135321,0.27135321,0.3195409,0.31532893,0.54318416,0.53387547,0.4941382,0.54740584,0.5407112,0.4393557,0.28929666,0.39346808,0.39346808,0.31252912,0.36925244,0.5550495,0.53407073,0.5379765,0.46142495,0.47144505,0.44458932,0.4750627,0.4750627,0.45078155,0.40662363,0.45719263,0.5734151,0.5819427,0.43767977,0.4675,0.4816364,0.47960982,0.51472265,0.51472265,0.515645,0.5022831,0.5236823,0.5271237,0.5332914,0.2874458,0.44933036,0.46801418,0.48386434,0.43360037,0.43360037,0.47815084,0.44858384,0.46759203
